neuron_idx,tau_frames,tau_ms,tau_psd_frames,tau_psd_ms,pearson_cumsum_raw,pearson_cumsum_calib,spearman_cumsum_raw,spearman_cumsum_calib,pearson_cumsum_raw_psd,pearson_cumsum_calib_psd,spearman_cumsum_raw_psd,spearman_cumsum_calib_psd,binned_rate_bin_ms,pearson_binned_rate_raw,spearman_binned_rate_raw,pearson_binned_rate_raw_psd,spearman_binned_rate_raw_psd,gof_tau_pearson_raw,gof_tau_pearson_scaled,gof_tau_spearman_raw,gof_tau_spearman_scaled,gof_tau_psd_pearson_raw,gof_tau_psd_pearson_scaled,gof_tau_psd_spearman_raw,gof_tau_psd_spearman_scaled,firing_rate_hz,mean_isi_s,cv2,burst_index,global_id,dataset_name,frame_rate,gof_tau_r2,gof_tau_psd_r2,gof_tau_chi2,gof_tau_nmse,gof_tau_psd_chi2,gof_tau_psd_nmse,psd_fit_r2,psd_fit_std_tau
423,150.99178279704606,754.981548213143,87.98948273983456,439.96060364878036,0.9966682534668121,0.9966682534668121,0.9998667636177228,0.9998667636177228,0.9966300830103229,0.9966300830103229,0.9999272151538698,0.9999272151538698,3000.0,0.7304759249524889,0.8069077686619577,0.709839160625582,0.7942423809006813,0.995081548366147,0.9950815483661468,0.9648367884401499,0.9648367884401499,0.9950877602814273,0.9950877602814275,0.9651452407240888,0.9651452407240888,6.568857275272793,0.15118870807404225,1.0734156105991812,0.729903536977492,1052,X-DS10-GCaMP6f-m-V1,158.2804412858703,,,,,,,0.9093822770359866,0.010465846165954007
424,80.92076734174557,404.6159670316962,190.97840554315462,954.9206560866513,0.9936558766704818,0.9936558766704815,0.999741795672784,0.999741795672784,0.9940508902393835,0.9940508902393832,0.9997094489525615,0.9997094489525615,3000.0,0.8971183967805667,0.849994256966685,0.9084456086646123,0.8636351121335181,0.9834309636935724,0.9834309636935724,0.8226109371515445,0.8226109371515445,0.9833929057755953,0.9833929057755952,0.8215351296543794,0.8215351296543794,0.7914285873822643,1.262599603314461,1.1729639789153465,0.5973154362416108,1053,X-DS10-GCaMP6f-m-V1,158.2804412858703,,,,,,,0.6654782311379754,0.17270661324232386
425,53.73407512006225,268.67843053734435,32.699306581635355,163.50143465543775,0.993969911092075,0.9939699110920746,0.9996325929973789,0.9996325929973789,0.9939335329083622,0.9939335329083624,0.9996344913219191,0.9996344913219191,3000.0,0.8182505124189168,0.40279780075471355,0.8178437630073876,0.4671625235032264,0.9707626874149853,0.9707626874149853,0.8794947230354957,0.8794947230354957,0.9706492324146616,0.9706492324146616,0.8790957513642418,0.8790957513642418,0.9338857331110718,1.0260970366487034,1.199928859600333,0.5738636363636364,1055,X-DS10-GCaMP6f-m-V1,158.2804412858703,,,,,,,0.898006472839574,0.001829647995866087
426,173.8362009266913,869.2070633243227,35.43539805274981,177.18230216126327,0.9955236066213267,0.995523606621327,0.9998886528637003,0.9998886528637003,0.9954509324016172,0.995450932401617,0.9999007969610717,0.9999007969610717,3000.0,0.4826135349091882,0.472998121047993,0.6018742459259395,0.5960234411165751,0.7803026406623972,0.780302640662397,0.763915188561183,0.763915188561183,0.7930383132175065,0.7930383132175065,0.7711695615636431,0.7711695615636431,1.034133354179492,0.9494601434676246,1.207085844550765,0.5487179487179488,1056,X-DS10-GCaMP6f-m-V1,158.2804412858703,,,,,,,0.11162840476625013,0.01716850471822643
427,65.22485543940034,326.1340546445968,50.884495858479816,254.43010706693852,0.9094320355242183,0.9094320355242183,0.9989468961330403,0.9989468961330403,0.9093251418373227,0.9093251418373219,0.9989483939774345,0.9989483939774345,3000.0,0.8819374683053174,0.6874617354287004,0.870391916355752,0.6653545634387733,0.9480743287524371,0.9480743287524369,0.879057357158482,0.879057357158482,0.9480625396237492,0.9480625396237494,0.8790339982440707,0.8790339982440707,0.9549904954412655,0.9421272822042874,1.1819429375447943,0.6,1057,X-DS10-GCaMP6f-m-V1,158.2804412858703,,,,,,,0.8535269453658155,0.004490606161357994
428,69.24369971246809,346.2288784495884,43.11912677477298,215.6020975907953,0.9971753264605616,0.9971753264605617,0.9998762705936691,0.9998762705936691,0.9971437631799793,0.9971437631799797,0.9998777455667323,0.9998777455667323,3000.0,0.7119458283590792,0.720579711973123,0.7030068240401811,0.7359849436561401,0.9724213765793401,0.9724213765793404,0.8943007835804971,0.8943007835804971,0.9724086609885241,0.9724086609885242,0.8943822859992535,0.8943822859992535,2.490361954962858,0.3982045422102334,1.2733663965355269,0.6369426751592356,1058,X-DS10-GCaMP6f-m-V1,158.2804412858703,,,,,,,0.8245280839410296,0.0037962916785370246
429,48.46038563138868,242.3091925483745,35.503878307876874,177.52471370234267,0.9913883445901188,0.991388344590121,0.9991893216008007,0.9991893216008007,0.991379502307322,0.9913795023073214,0.9991893530317133,0.9991893530317133,3000.0,0.8548849728635461,0.5451200626324716,0.8639715843080659,0.5682345147547189,0.9505021213556661,0.9505021213556664,0.7753527785355521,0.7753527785355521,0.9504671953963694,0.9504671953963694,0.7752872790652336,0.7752872790652336,0.5751047734977787,1.623974957221583,1.335380087681761,0.6666666666666666,1059,X-DS10-GCaMP6f-m-V1,158.2804412858703,,,,,,,0.8196509927274531,0.0028627318578494675
430,125.76066086323537,628.8221563053892,40.97723669379013,204.8923261086187,0.9828588729981761,0.982858872998176,0.9996201899774662,0.9996201899774662,0.9827852479725383,0.9827852479725383,0.9996283348269024,0.9996283348269024,3000.0,0.2271662152255107,0.17803895431222128,0.45950974847799797,0.32586273712516295,0.8431733847148807,0.8431733847148807,0.7992594200583738,0.7992594200583738,0.8455777725588481,0.845577772558848,0.8026038524992143,0.8026038524992143,1.1396571658304604,0.8078090064397392,1.3559255952592502,0.6046511627906976,1060,X-DS10-GCaMP6f-m-V1,158.2804412858703,,,,,,,0.5974315415954758,0.006216136829551275
431,61.03997046440374,305.20900243984414,35.836023679781924,179.1854903516903,0.9986700393198338,0.9986700393198342,0.9998260046411327,0.9998260046411327,0.9986630020374311,0.9986630020374311,0.9998272018104705,0.9998272018104705,3000.0,0.9021343862753248,0.8934971665133047,0.8899585446772903,0.8840904137168725,0.9747943333291138,0.9747943333291136,0.9120014935619641,0.9120014935619641,0.974895435926802,0.974895435926802,0.9127779597768508,0.9127779597768508,2.8966286298190873,0.3429154484480927,1.1429631124294202,0.6624087591240876,1063,X-DS10-GCaMP6f-m-V1,158.2804412858703,,,,,,,0.8199785702050139,0.0029249930029691725
432,63.660168454413224,318.31038516728245,44.14816037966843,220.74741987122417,0.9898124876513574,0.9898124876513572,0.99928663888558,0.99928663888558,0.9898141441852879,0.9898141441852886,0.9992873969521353,0.9992873969521353,3000.0,0.7771117948738744,0.5799490649339848,0.7704201016272577,0.5914834536558223,0.8091219877075547,0.8091219877075547,0.6700322279517922,0.6700322279517922,0.8090345888813202,0.8090345888813202,0.6698976426870838,0.6698976426870838,1.2135238339861385,0.814424244902695,1.3469197544195577,0.6506550218340611,1064,X-DS10-GCaMP6f-m-V1,158.2804412858703,,,,,,,0.8499446666376739,0.003583014614894271
